year	rarity
2017	0.964285714286
2016	0.9
2016	1.96428571429
2014	1.89655172414
2016	0.978571428571
2011	0.913333333333
2013	1.81818181818
2016	1.33333333333
2017	1.35
2006	0.465517241379
2016	1.03846153846
2006	0.931034482759
2015	1.42
2015	0.71
2017	0.8875
2016	10.755555555599999
2016	12.1
2017	13.828571428599998
2004	1.66666666667
2017	1.71875
2013	1.82727272727
2015	2.87142857143
2016	2.68
2013	2.68
2017	1.26923076923
2016	1.10738255034
2014	1.2470588235299995
2015	1.17777777778
2012	1.4771428571399998
2015	2.87222222222
2004	7.95384615385
2016	1.94545454545
2015	1.94545454545
2012	2.1375
2016	1.71
2013	2.01176470588
2016	2.28
2014	3.48979591837
2017	1.9542857142900003
2016	2.28
2010	2.0
2017	1.86666666667
2017	1.75
2007	1.4
1998	1.86666666667
2017	0.771428571429
2015	0.6
2016	0.771428571429
2016	0.490909090909
2014	0.72
2014	1.08
2016	0.6125
2014	0.753846153846
2014	0.88
2012	0.88
2013	3.5714285714300003
2016	0.135135135135
2016	1.42857142857
2013	1.5625
2015	0.7822222222220001
2016	0.977777777778
2012	1.18918918919
2013	0.7489361702130001
2015	0.88
2015	0.951351351351
2015	1.1
2016	1.1785714285700002
2017	0.55
2015	0.8181818181820001
2012	0.9
2017	1.60714285714
2017	1.27142857143
2017	1.68421052632
2014	1.0
2006	2.46153846154
2007	1.0666666666700002
2016	1.81538461538
2017	1.31111111111
2015	2.14545454545
2015	2.14545454545
2015	0.869230769231
2012	0.70625
2002	0.941666666667
2016	0.941666666667
2016	0.627777777778
2016	1.28571428571
2016	1.63636363636
2016	1.2
2008	2.64516129032
2016	3.41666666667
2017	3.72727272727
2017	2.27777777778
2002	21.353846153800003
2016	9.91428571429
2013	9.25333333333
2007	9.25333333333
2013	1.5
2005	1.68
2016	1.50769230769
2013	0.8340425531910001
2014	0.858823529412
2012	0.811111111111
2015	0.73
2012	1.53684210526
2016	1.265
2017	1.48823529412
2012	1.61851851852
2016	3.64166666667
2013	2.185
2016	1.98636363636
2013	1.35862068966
2002	2.39130434783
2007	4.23076923077
2016	2.2
2016	1.61764705882
2016	1.20666666667
2017	1.13125
2008	0.536
2013	0.4785714285710001
2014	0.335
2016	0.382857142857
2016	0.869230769231
2016	0.627777777778
2016	0.6875
2016	0.611111111111
2013	0.647058823529
2010	0.785714285714
2016	0.905
2016	1.81
2016	1.20666666667
2013	1.51111111111
2016	2.47272727273
2007	1.55428571429
2016	0.955555555556
2017	1.22857142857
2016	1.14666666667
2007	0.955555555556
2015	1.22857142857
2017	0.5733333333330001
2008	1.15675675676
2016	0.713333333333
2016	1.78333333333
2014	0.995
2015	1.65833333333
2006	1.3266666666700002
2016	1.17058823529
2017	0.8928571428569999
2016	0.833333333333
2016	1.13636363636
2015	0.8844444444439999
2008	1.07567567568
2015	0.4975
2008	1.7741935483900002
2008	1.7741935483900002
2014	1.88823529412
2003	2.79130434783
2010	1.83428571429
2016	0.972222222222
2017	0.875
2016	0.68
2017	1.23636363636
2015	1.13333333333
2010	0.777142857143
2016	0.7555555555560001
2009	2.6
2017	2.16666666667
2012	2.22857142857
2017	3.0
2013	2.88888888889
2016	1.39
2014	1.85333333333
2016	1.6352941176499998
2013	1.85333333333
2016	1.21111111111
2014	0.947826086957
2017	1.24571428571
2016	1.32121212121
2013	0.838461538462
2016	0.825
2016	1.0
2016	0.970588235294
2006	2.0
2017	3.0
2017	1.66666666667
2010	2.0
2001	4.72
2016	1.70625
2013	1.2133333333299998
2016	2.275
2016	1.0594594594600002
2007	1.45185185185
2015	1.3066666666700002
2016	0.666666666667
2012	1.05263157895
2016	0.555555555556
2008	1.0
2010	9.74857142857
2016	10.0352941176
2017	15.509090909100001
2014	13.648
2011	10.6625
2013	3.35151515152
2010	3.68666666667
2016	3.07222222222
2016	4.0962962963
2014	3.45625
2013	1.23076923077
2017	0.347826086957
2015	1.6
2008	2.46153846154
2016	1.17
2017	0.835714285714
2011	1.7314285714300002
2008	4.66153846154
2016	1.91515151515
2016	2.43076923077
2012	2.43076923077
2016	1.7081081081099998
2008	2.45
2016	0.7
2008	1.58064516129
2013	1.4352941176499998
2015	2.21818181818
2009	0.787096774194
2013	2.82608695652
2017	2.03125
2007	2.16666666667
2016	2.5
2016	1.22068965517
2016	0.885
2011	1.475
2015	0.8844444444439999
2015	0.7959999999999999
2008	1.47407407407
2016	1.13529411765
2016	0.990909090909
2012	0.506976744186
2017	0.622857142857
2015	0.484444444444
2013	1.125
2016	1.125
2016	1.875
2014	0.725
2017	0.90625
2006	0.966666666667
2012	0.90625
2016	1.1153846153799998
2014	1.725
2009	1.08947368421
2017	1.29375
2014	1.725
2008	0.667741935484
2014	1.15555555556
2008	1.67741935484
2016	4.0
2012	1.73333333333
2008	1.73333333333
2016	1.42857142857
2017	1.66666666667
2017	1.42857142857
2010	1.25
2004	3.0769230769200004
2015	1.10545454545
2005	1.7371428571400005
2013	1.7371428571400005
2015	1.64324324324
2016	2.02666666667
2004	2.25185185185
2016	0.406666666667
2017	0.338888888889
2017	0.435714285714
2011	1.92666666667
2015	0.4624
2012	2.0642857142900004
2016	0.8909090909090001
2017	0.653333333333
2004	0.593939393939
2013	0.392
2017	0.705035971223
2014	1.1083333333299998
2016	0.665
2015	0.83125
2017	2.985
2010	3.98
2015	4.59230769231
2017	1.0
2015	0.5
2014	0.5
2015	1.02777777778
2015	1.2333333333299998
2016	1.2333333333299998
2005	0.74297188755
2017	0.925
2017	0.243636363636
2016	0.7052631578949999
2016	0.335
2013	1.55
2017	1.44666666667
2005	1.44666666667
2016	0.789090909091
2015	2.1307692307700004
2016	2.30833333333
2012	1.11428571429
2016	0.975
2009	0.78
2015	1.3
2015	1.53818181818
2007	3.384
2007	3.84545454545
2005	2.41714285714
2010	1.36451612903
2013	1.3066666666700002
2017	1.4
2015	1.12
2017	1.03684210526
2013	1.71304347826
2017	0.985
2015	1.98
2017	2.12142857143
2016	1.7470588235299995
2016	1.65
2014	2.12142857143
2014	0.5705882352939999
2016	0.692857142857
2009	0.388
2015	1.1263157894700002
2014	0.856
2015	1.42666666667
2014	1.07
2016	1.42666666667
2016	1.42666666667
2016	0.7266666666670001
2014	1.09
2016	0.7785714285709999
2014	0.947826086957
2016	0.908333333333
2016	1.0
2013	0.957446808511
2007	1.95652173913
2013	1.7307692307700002
2013	1.10769230769
2000	1.2
2014	1.94
2015	1.53157894737
2014	1.2652173913
2003	2.91
2005	1.0
2016	0.983333333333
2014	1.475
2009	2.4
2016	1.63636363636
2006	3.13043478261
2017	1.4210526315799998
2017	1.67142857143
2014	1.4625
2008	1.17
2014	1.1733333333299998
